transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-04-06,Signed Tony Bradley (NBA.com roster signing date),ATL,1628396.0,tony-bradley,NBA roster signing 1628396,2026-04-06|ATL|1628396.0|Signing|Signed Tony Bradley (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612737
Signing,2026-04-06,Signed Tony Bradley (NBA.com roster signing date),ATL,1628396,tony-bradley,NBA roster signing 1628396,2026-04-06|ATL|1628396|Signing|Signed Tony Bradley (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612737
Signing,2026-04-06,Toronto Raptors signed guard Tyreke Key to a Rest-of-Season Contract.,TOR,1642615.0,tyreke-key,Signing 1148214,2026-04-06|TOR|1642615.0|Signing|Toronto Raptors signed guard Tyreke Key to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-04-07,Detroit Pistons waived forward Bobi Klintman.,DET,1641752.0,bobi-klintman,Waive 1148403,2026-04-07|DET|1641752.0|Waive|Detroit Pistons waived forward Bobi Klintman.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-07,Detroit Pistons re-signed forward Tolu Smith to a Rest-of-Season Contract.,DET,1642449.0,tolu-smith,Signing 1148402,2026-04-07|DET|1642449.0|Signing|Detroit Pistons re-signed forward Tolu Smith to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-07,Houston Rockets re-signed guard JD Davison to a Rest-of-Season Contract.,HOU,1631120.0,jd-davison,Signing 1148393,2026-04-07|HOU|1631120.0|Signing|Houston Rockets re-signed guard JD Davison to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-07,Memphis Grizzlies signed guard Adama Bal to a 10-Day Contract.,MEM,1642380.0,adama-bal,Signing 1148392,2026-04-07|MEM|1642380.0|Signing|Memphis Grizzlies signed guard Adama Bal to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-09,Chicago Bulls signed forward Mouhamadou Gueye to a Rest-of-Season Contract.,CHI,1631338.0,mouhamadou-gueye,Signing 1148489,2026-04-09|CHI|1631338.0|Signing|Chicago Bulls signed forward Mouhamadou Gueye to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-04-10,Los Angeles Lakers waived guard Kobe Bufkin.,LAL,1641723.0,kobe-bufkin,Waive 1148503,2026-04-10|LAL|1641723.0|Waive|Los Angeles Lakers waived guard Kobe Bufkin.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-10,Memphis Grizzlies signed guard Lucas Williamson to a 10-Day Contract.,MEM,1631351.0,lucas-williamson,Signing 1148495,2026-04-10|MEM|1631351.0|Signing|Memphis Grizzlies signed guard Lucas Williamson to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-04-10,Miami Heat waived guard Terry Rozier.,MIA,1626179.0,terry-rozier,Waive 1148504,2026-04-10|MIA|1626179.0|Waive|Miami Heat waived guard Terry Rozier.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-04-10,Philadelphia 76ers waived guard Cameron Payne.,PHI,1626166.0,cameron-payne,Waive 1148505,2026-04-10|PHI|1626166.0|Waive|Philadelphia 76ers waived guard Cameron Payne.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-10,Philadelphia 76ers re-signed forward Dalen Terry to a Rest-of-Season Contract.,PHI,1631207.0,dalen-terry,Signing 1148507,2026-04-10|PHI|1631207.0|Signing|Philadelphia 76ers re-signed forward Dalen Terry to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-04-10,Toronto Raptors waived guard Tyreke Key.,TOR,1642615.0,tyreke-key,Waive 1148506,2026-04-10|TOR|1642615.0|Waive|Toronto Raptors waived guard Tyreke Key.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-11,Boston Celtics signed forward Dalano Banton to a Rest-of-Season Contract.,BOS,1630625.0,dalano-banton,Signing 1148517,2026-04-11|BOS|1630625.0|Signing|Boston Celtics signed forward Dalano Banton to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-11,Miami Heat re-signed guard Jahmir Young to a Rest-of-Season Contract.,MIA,1642443.0,jahmir-young,Signing 1148547,2026-04-11|MIA|1642443.0|Signing|Miami Heat re-signed guard Jahmir Young to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
ContractConverted,2026-04-11,Toronto Raptors converted the contract of guard A.J. Lawson to an NBA Contract.,TOR,1630639.0,aj-lawson,ContractConverted 1148548,2026-04-11|TOR|1630639.0|ContractConverted|Toronto Raptors converted the contract of guard A.J. Lawson to an NBA Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-11,Signed Hayden Gray (NBA.com roster signing date),UTA,1643060.0,hayden-gray,NBA roster signing 1643060,2026-04-11|UTA|1643060.0|Signing|Signed Hayden Gray (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-04-11,Signed Hayden Gray (NBA.com roster signing date),UTA,1643060,hayden-gray,NBA roster signing 1643060,2026-04-11|UTA|1643060|Signing|Signed Hayden Gray (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-04-12,Brooklyn Nets signed forward Trevon Scott to a 10-Day Contract.,BRK,1630286.0,trevon-scott,Signing 1148574,2026-04-12|BRK|1630286.0|Signing|Brooklyn Nets signed forward Trevon Scott to a 10-Day Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-04-12,Los Angeles Lakers re-signed guard Nick Smith Jr. to a Rest-of-Season Contract.,LAL,1641733.0,nick-smith-jr,Signing 1148584,2026-04-12|LAL|1641733.0|Signing|Los Angeles Lakers re-signed guard Nick Smith Jr. to a Rest-of-Season Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-06-22,Atlanta Hawks re-signed guard CJ McCollum to a Veteran Extension.,ATL,203468.0,cj-mccollum,Signing 1151464,2026-06-22|ATL|203468.0|Signing|Atlanta Hawks re-signed guard CJ McCollum to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-24,Chicago Bulls received guard Kam Jones from Indiana Pacers.,CHI,1642880.0,kam-jones,Trade 2025058,2026-06-24|CHI|1642880.0|Trade|Chicago Bulls received guard Kam Jones from Indiana Pacers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-24,Chicago Bulls received draft consideration from Indiana Pacers.,CHI,0.0,,Trade 2025058,2026-06-24|CHI|0.0|Trade|Chicago Bulls received draft consideration from Indiana Pacers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-06-25,Toronto Raptors re-signed guard Chucky Hepburn to a Two-Way Contract.,TOR,1642935.0,chucky-hepburn,Signing 1151603,2026-06-25|TOR|1642935.0|Signing|Toronto Raptors re-signed guard Chucky Hepburn to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-06-27,Orlando Magic waived forward Jonathan Isaac.,ORL,1628371.0,jonathan-isaac,Waive 1151621,2026-06-27|ORL|1628371.0|Waive|Orlando Magic waived forward Jonathan Isaac.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-06-29,Brooklyn Nets re-signed guard Chaney Johnson to a Two-Way Contract.,BRK,1643052.0,chaney-johnson,Signing 1151670,2026-06-29|BRK|1643052.0|Signing|Brooklyn Nets re-signed guard Chaney Johnson to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-29,Memphis Grizzlies received forward Kris Murray from Portland Trail Blazers.,MEM,1631200.0,kris-murray,Trade 2025063,2026-06-29|MEM|1631200.0|Trade|Memphis Grizzlies received forward Kris Murray from Portland Trail Blazers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-29,Memphis Grizzlies received forward Jerami Grant from Portland Trail Blazers.,MEM,203924.0,jerami-grant,Trade 2025063,2026-06-29|MEM|203924.0|Trade|Memphis Grizzlies received forward Jerami Grant from Portland Trail Blazers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-29,Portland Trail Blazers received guard Ja Morant from Memphis Grizzlies.,POR,1629630.0,ja-morant,Trade 2025063,2026-06-29|POR|1629630.0|Trade|Portland Trail Blazers received guard Ja Morant from Memphis Grizzlies.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-06-29,San Antonio Spurs re-signed forward Julian Champagnie to a Veteran Extension.,SAS,1630577.0,julian-champagnie,Signing 1151685,2026-06-29|SAS|1630577.0|Signing|San Antonio Spurs re-signed forward Julian Champagnie to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-06-30,Atlanta Hawks received guard Devin Carter from Sacramento Kings.,ATL,1642269.0,devin-carter,Trade 2025064,2026-06-30|ATL|1642269.0|Trade|Atlanta Hawks received guard Devin Carter from Sacramento Kings.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
